ID,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
24,22.0,1,50.025,3.75,4.75,66.69999999999999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25,30.0,4,3.5999999999999996,0.75,0.75,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
26,54.0,4,0.7199999999999999,0.3,1.75,15.0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
27,22.0,3,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
29,22.0,3,1.7999999999999998,0.75,4.25,53.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,22.0,4,0.7199999999999999,0.3,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
31,22.0,3,3.5999999999999996,0.3,0.3,3.5999999999999996,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
32,22.0,4,5.399999999999999,1.25,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
33,30.0,3,53.4,3.25,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
34,54.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
35,22.0,1,8.0,1.25,2.75,26.7,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
36,22.0,3,3.5999999999999996,0.75,0.3,3.5999999999999996,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
37,30.0,3,1.7999999999999998,0.3,1.75,8.999999999999998,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
38,22.0,1,13.35,2.25,0.3,0.7199999999999999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
39,30.0,4,0.7199999999999999,0.3,0.3,0.7199999999999999,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
40,22.0,3,39.199999999999996,1.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
41,40.0,3,1.7999999999999998,0.3,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
42,30.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
43,30.0,3,19.599999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
44,22.0,4,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
45,22.0,1,7.199999999999999,2.25,0.3,1.7999999999999998,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
46,22.0,3,1.7999999999999998,0.3,0.3,1.0799999999999998,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
48,30.0,4,1.7999999999999998,0.75,0.3,1.0799999999999998,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
49,65.0,3,26.7,2.75,0.75,1.7999999999999998,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
50,22.0,4,1.7999999999999998,0.3,1.75,5.399999999999999,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
51,30.0,4,40.05,2.75,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
52,30.0,4,19.599999999999998,1.25,0.3,1.0799999999999998,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
53,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
56,22.0,2,0.7199999999999999,0.3,1.75,50.025,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
57,22.0,3,3.5999999999999996,0.75,2.25,53.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
58,22.0,3,1.7999999999999998,0.3,0.75,16.674999999999997,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
59,22.0,4,5.0,2.75,2.25,3.5999999999999996,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
60,30.0,3,3.5999999999999996,0.75,0.75,19.599999999999998,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
61,22.0,4,1.7999999999999998,0.3,0.3,0.7199999999999999,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
62,65.0,4,50.025,4.25,5.0,66.69999999999999,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
64,22.0,4,3.2399999999999993,0.3,0.3,0.7199999999999999,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
65,22.0,3,5.399999999999999,3.25,1.75,5.399999999999999,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
68,22.0,3,8.999999999999998,1.75,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
70,22.0,4,10.0,1.75,0.75,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
71,54.0,2,3.5999999999999996,0.75,0.3,1.7999999999999998,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
72,22.0,3,0.7199999999999999,0.3,1.75,10.0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
73,22.0,4,1.7999999999999998,0.3,0.3,0.35999999999999993,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
75,54.0,2,3.5999999999999996,1.25,5.0,78.39999999999999,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
76,22.0,3,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
77,30.0,4,39.199999999999996,3.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
78,30.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
79,22.0,3,1.7999999999999998,0.3,3.75,7.199999999999999,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
80,30.0,4,19.599999999999998,4.75,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
81,22.0,2,5.399999999999999,0.75,1.75,13.35,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
83,40.0,4,53.4,2.75,2.25,1.4399999999999997,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
84,40.0,4,2.1599999999999997,0.75,0.75,3.5999999999999996,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
85,22.0,4,1.7999999999999998,0.75,0.3,0.7199999999999999,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
86,22.0,4,0.7199999999999999,0.3,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
87,30.0,4,1.7999999999999998,0.3,0.3,19.599999999999998,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
88,22.0,4,40.05,3.75,0.3,1.4399999999999997,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
89,40.0,4,1.7999999999999998,0.3,2.75,58.8,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
90,22.0,4,1.0799999999999998,0.3,0.3,1.0799999999999998,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
91,40.0,2,58.8,2.75,3.75,7.199999999999999,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
92,22.0,3,1.7999999999999998,0.3,0.75,2.52,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
93,22.0,4,2.52,0.3,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
94,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
96,22.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
97,22.0,3,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
98,22.0,4,40.05,5.0,5.0,40.05,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
99,22.0,4,32.04,2.75,3.25,13.35,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100,30.0,3,40.05,4.25,0.3,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
101,22.0,4,5.0,1.75,5.0,20.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
102,30.0,3,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
103,30.0,2,1.7999999999999998,0.3,1.75,26.7,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
104,22.0,3,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
105,40.0,3,26.7,2.25,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
106,22.0,3,3.5999999999999996,0.75,0.75,4.319999999999999,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
107,30.0,3,3.5999999999999996,0.75,1.75,53.4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
108,22.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
109,22.0,4,1.7999999999999998,0.75,2.75,33.349999999999994,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
110,30.0,4,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
111,22.0,1,23.520000000000003,1.25,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
112,22.0,2,3.5999999999999996,1.75,1.25,3.5999999999999996,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
113,22.0,4,5.399999999999999,0.75,0.75,7.199999999999999,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
114,22.0,1,23.520000000000003,4.75,0.3,1.0799999999999998,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
115,22.0,4,39.199999999999996,2.75,2.75,7.199999999999999,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
116,22.0,3,20.0,5.0,2.75,7.199999999999999,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
117,22.0,4,10.0,2.75,0.3,2.8799999999999994,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
119,30.0,3,20.0,5.0,2.75,26.7,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
120,30.0,2,1.7999999999999998,0.3,0.3,1.7999999999999998,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
121,22.0,2,78.39999999999999,4.75,0.3,1.7999999999999998,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
122,30.0,1,66.69999999999999,3.75,0.3,1.7999999999999998,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
123,30.0,4,58.8,4.75,4.75,40.05,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
124,54.0,3,1.7999999999999998,0.75,0.75,1.7999999999999998,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
125,40.0,3,66.75,5.0,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
126,22.0,4,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
127,30.0,4,1.7999999999999998,0.3,0.75,2.52,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
129,30.0,4,1.7999999999999998,0.3,0.75,4.68,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
130,22.0,4,58.8,2.75,0.75,5.399999999999999,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
132,40.0,4,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
134,22.0,3,19.599999999999998,1.75,0.3,1.7999999999999998,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
135,30.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
136,22.0,3,3.5999999999999996,0.75,2.25,20.0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
137,22.0,4,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
138,30.0,4,3.5999999999999996,0.3,3.25,7.199999999999999,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
139,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
140,22.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
141,30.0,3,26.7,2.25,1.25,13.35,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
142,22.0,4,58.8,1.75,0.75,3.5999999999999996,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
143,22.0,4,5.0,0.75,1.75,5.399999999999999,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
144,22.0,4,1.7999999999999998,0.3,0.75,2.52,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
145,30.0,4,1.7999999999999998,0.3,2.75,40.05,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
146,22.0,3,5.399999999999999,0.75,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
147,22.0,4,2.52,0.3,0.3,2.52,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
148,40.0,2,1.7999999999999998,1.75,0.75,3.5999999999999996,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
149,30.0,4,0.35999999999999993,0.3,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
152,22.0,4,1.7999999999999998,0.3,0.3,1.0799999999999998,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
153,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
154,30.0,3,5.399999999999999,1.25,1.25,3.5999999999999996,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
155,22.0,1,3.5999999999999996,1.25,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
156,22.0,4,1.7999999999999998,0.75,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
157,40.0,3,78.39999999999999,5.0,5.0,40.05,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
158,30.0,3,6.119999999999999,1.25,2.25,39.199999999999996,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
159,54.0,4,2.52,0.75,0.75,4.68,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
160,40.0,3,39.199999999999996,2.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
161,22.0,4,78.39999999999999,5.0,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
163,30.0,4,1.7999999999999998,0.3,4.75,53.4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
165,22.0,4,0.35999999999999993,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
166,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
167,40.0,4,0.7199999999999999,0.3,1.25,26.7,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
168,22.0,3,15.0,4.25,0.3,1.7999999999999998,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
169,22.0,1,7.199999999999999,1.75,0.75,1.7999999999999998,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
170,30.0,3,47.040000000000006,3.25,0.3,0.7199999999999999,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
171,30.0,2,1.7999999999999998,0.3,1.75,16.674999999999997,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
172,22.0,3,10.0,2.25,0.3,8.01,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
173,22.0,3,5.399999999999999,1.25,1.75,5.0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
174,30.0,3,7.199999999999999,1.25,0.75,2.52,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
175,40.0,4,0.7199999999999999,0.3,1.25,3.5999999999999996,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
176,22.0,1,1.7999999999999998,0.3,0.3,0.35999999999999993,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
177,22.0,3,1.7999999999999998,0.3,4.75,58.8,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
178,40.0,4,39.199999999999996,2.25,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
179,30.0,4,1.7999999999999998,0.75,0.3,0.35999999999999993,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
180,22.0,4,58.8,4.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
181,22.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
182,30.0,2,5.0,3.75,0.3,0.7199999999999999,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
184,30.0,3,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
185,22.0,1,0.35999999999999993,0.3,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
187,22.0,3,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
188,22.0,3,3.5999999999999996,1.25,1.75,5.399999999999999,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
189,30.0,3,7.199999999999999,1.75,1.25,7.199999999999999,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
190,22.0,3,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
191,40.0,4,26.7,2.75,2.25,26.7,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
193,22.0,3,26.7,1.25,0.3,1.7999999999999998,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
194,30.0,4,2.52,0.3,0.75,3.5999999999999996,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
195,30.0,3,7.199999999999999,1.25,0.75,3.5999999999999996,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
196,30.0,3,3.5999999999999996,0.75,2.25,5.399999999999999,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
197,22.0,3,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
198,30.0,4,39.199999999999996,1.75,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
199,22.0,1,1.7999999999999998,0.3,0.3,0.35999999999999993,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
200,30.0,4,0.7199999999999999,0.3,0.75,7.84,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
201,30.0,1,39.199999999999996,5.0,0.3,1.4399999999999997,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
202,22.0,4,1.0799999999999998,0.3,2.25,26.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
203,22.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
204,30.0,4,3.5999999999999996,0.75,0.75,1.7999999999999998,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
205,22.0,1,1.7999999999999998,0.3,0.3,1.7999999999999998,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
206,30.0,3,1.7999999999999998,0.3,1.25,5.399999999999999,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
207,22.0,1,2.1599999999999997,1.75,0.3,1.4399999999999997,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
208,22.0,3,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
209,22.0,2,1.7999999999999998,0.3,1.75,5.399999999999999,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
210,22.0,3,1.7999999999999998,0.3,1.25,3.5999999999999996,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
211,30.0,4,0.7199999999999999,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
212,22.0,4,0.7199999999999999,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
213,40.0,1,5.0,0.75,0.3,1.0799999999999998,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
214,30.0,4,13.35,1.75,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
215,30.0,3,1.7999999999999998,0.75,1.25,5.399999999999999,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
217,22.0,4,1.7999999999999998,0.3,0.3,0.7199999999999999,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
218,30.0,3,3.5999999999999996,1.25,1.25,3.5999999999999996,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
219,22.0,4,2.8799999999999994,0.75,0.3,1.7999999999999998,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
220,22.0,4,1.7999999999999998,0.3,1.25,19.599999999999998,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
