,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,CYCLE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS
189,22.0,2,1.7999999999999998,0.5,1.75,11.760000000000002,0,1,0,0,1,0,1,0,1,15,0,1
190,22.0,2,5.399999999999999,0.75,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,15,0,1
193,22.0,2,10.0,4.25,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,0,1
194,22.0,4,3.5999999999999996,1.25,2.75,10.0,0,0,1,0,0,1,1,0,1,15,0,1
196,22.0,4,2.52,0.75,0.75,2.52,0,0,1,1,0,0,1,0,1,15,0,1
203,22.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,1,1,1,0,1,15,0,1
216,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,0,1
217,30.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,15,0,1
219,22.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,1,0,1,1,0,0,15,0,1
222,30.0,4,3.5999999999999996,1.25,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,0,1
223,30.0,2,1.7999999999999998,0.5,2.25,26.7,0,1,0,1,0,1,1,0,0,15,0,1
224,30.0,4,3.5999999999999996,0.75,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,0,15,0,1
225,22.0,4,3.5999999999999996,1.75,1.25,5.399999999999999,0,0,1,0,0,1,1,0,0,15,0,1
228,30.0,4,5.399999999999999,1.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,0,1
230,22.0,4,5.0,1.75,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,0,1
233,22.0,2,1.7999999999999998,0.5,3.25,7.199999999999999,0,1,0,0,1,1,1,0,0,15,0,1
234,40.0,4,10.005,0.75,0.75,3.5999999999999996,0,0,1,0,1,1,1,0,1,15,0,1
236,54.0,4,1.4399999999999997,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,1,0,1,15,0,1
240,22.0,4,0.7199999999999999,0.5,3.25,58.8,0,0,1,1,0,1,1,0,1,15,0,1
242,40.0,4,3.5999999999999996,0.75,2.75,39.199999999999996,0,0,1,1,0,1,1,0,1,15,0,1
243,30.0,4,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,1,15,1,1
245,22.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,0,0,1,0,0,15,0,1
248,40.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,1,1,1,1,0,0,15,0,1
249,40.0,4,3.5999999999999996,0.75,5.0,78.39999999999999,0,0,1,0,0,1,1,0,1,15,0,1
251,30.0,2,1.7999999999999998,0.5,1.25,5.399999999999999,0,1,0,1,0,1,1,0,1,15,0,1
252,22.0,2,66.69999999999999,4.25,1.25,3.5999999999999996,0,1,0,1,0,1,1,0,1,15,0,1
253,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,1,15,0,1
283,22.0,1,1.7999999999999998,0.5,1.75,39.199999999999996,1,0,0,0,0,1,1,0,0,15,0,1
288,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,0,1
303,22.0,2,1.7999999999999998,0.5,0.75,2.52,0,1,0,1,0,0,1,0,1,15,0,1
307,22.0,1,39.199999999999996,1.25,1.75,15.0,1,0,0,0,0,1,1,0,1,15,0,1
311,54.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,15,0,1
313,30.0,2,1.7999999999999998,0.5,0.75,3.5999999999999996,0,1,0,1,1,0,1,0,1,15,0,1
315,30.0,4,1.7999999999999998,0.5,4.75,53.4,0,0,1,0,0,1,1,0,1,15,0,1
317,30.0,4,1.7999999999999998,0.5,4.75,66.69999999999999,0,0,1,1,0,0,1,0,1,15,0,1
318,22.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,0,0,1,1,0,0,15,0,1
319,22.0,4,5.399999999999999,1.25,1.25,3.5999999999999996,0,0,1,0,0,1,1,0,1,15,0,1
323,30.0,2,1.7999999999999998,0.5,3.75,58.8,0,1,0,0,0,1,1,0,1,15,0,1
350,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,0,1,0,0,15,0,1
352,30.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,0,1
359,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,0,1
364,22.0,4,2.52,0.5,0.5,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,0,1
371,30.0,4,1.7999999999999998,0.5,1.25,19.599999999999998,0,0,1,1,0,1,1,0,1,15,0,1
372,22.0,1,3.5999999999999996,0.75,1.75,19.599999999999998,1,0,0,0,1,1,1,0,0,15,0,1
376,22.0,2,8.999999999999998,1.75,0.5,0.7199999999999999,0,1,0,0,0,1,1,0,1,15,1,1
380,22.0,4,1.7999999999999998,0.5,0.75,7.199999999999999,0,0,1,0,0,1,1,0,1,15,0,1
381,22.0,4,1.4399999999999997,0.5,1.25,26.7,0,0,1,0,0,0,1,0,0,15,0,1
382,22.0,2,1.7999999999999998,0.5,1.25,26.7,0,1,0,1,0,0,1,0,1,15,0,1
383,22.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,0,0,1,1,0,1,15,0,1
384,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,0,1
386,22.0,1,2.52,0.75,0.75,2.52,1,0,0,0,0,1,1,0,0,15,0,1
390,30.0,2,1.7999999999999998,0.5,1.25,18.69,0,1,0,1,1,0,1,0,1,15,0,1
392,22.0,2,5.399999999999999,1.25,2.75,10.0,0,1,0,1,0,1,1,0,1,15,0,1
396,22.0,4,3.0,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,1,0,1,15,0,1
397,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,0,1
437,40.0,4,1.7999999999999998,0.75,0.5,1.7999999999999998,0,0,1,1,1,0,1,0,1,15,0,1
442,22.0,4,3.5999999999999996,0.75,0.5,2.1599999999999997,0,0,1,0,0,0,1,0,0,15,0,1
443,22.0,1,5.399999999999999,0.75,0.75,3.5999999999999996,1,0,0,0,1,1,1,0,1,15,0,1
446,22.0,2,1.7999999999999998,0.5,3.25,39.199999999999996,0,1,0,1,1,1,1,0,1,15,0,1
449,30.0,4,1.7999999999999998,0.5,0.5,5.399999999999999,0,0,1,1,0,1,1,0,0,15,0,1
458,30.0,4,1.7999999999999998,0.75,5.0,53.4,0,0,1,0,0,1,1,0,1,15,1,1
459,22.0,4,0.7199999999999999,0.5,1.25,5.399999999999999,0,0,1,0,1,1,1,0,1,15,0,1
460,30.0,1,0.7199999999999999,0.5,2.25,47.040000000000006,1,0,0,0,1,1,1,0,1,15,0,1
462,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,15,0,1
464,30.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,1,0,1,1,0,1,15,0,1
469,22.0,4,1.7999999999999998,0.5,4.75,39.199999999999996,0,0,1,1,0,0,1,0,0,15,0,1
472,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,0,1
474,22.0,1,1.7999999999999998,0.5,5.0,7.199999999999999,1,0,0,0,0,0,1,0,1,15,0,1
475,30.0,4,1.7999999999999998,0.5,1.25,4.319999999999999,0,0,1,0,0,1,1,0,0,15,0,1
478,22.0,4,1.7999999999999998,0.5,0.75,7.84,0,0,1,0,0,1,1,0,1,15,0,1
479,22.0,4,1.0799999999999998,0.5,1.25,5.399999999999999,0,0,1,0,0,0,1,0,1,15,0,1
480,22.0,4,15.0,3.25,1.25,5.399999999999999,0,0,1,0,0,0,1,0,1,15,0,1
482,22.0,4,3.5999999999999996,0.5,0.5,5.399999999999999,0,0,1,1,0,1,1,0,0,15,0,1
485,30.0,4,1.7999999999999998,0.5,3.25,50.025,0,0,1,0,0,1,1,0,1,15,0,1
486,40.0,4,40.05,2.25,1.75,32.04,0,0,1,0,0,1,1,0,0,15,0,1
487,22.0,2,2.52,0.75,1.75,39.199999999999996,0,1,0,0,1,1,1,0,1,15,0,1
488,30.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,0,1
493,30.0,4,3.5999999999999996,0.5,2.25,47.040000000000006,0,0,1,1,1,1,1,0,1,15,0,1
517,40.0,4,2.52,0.5,1.25,4.68,0,0,1,1,0,1,1,0,1,15,0,1
519,40.0,4,1.0799999999999998,0.5,0.75,26.7,0,0,1,1,0,0,1,0,1,15,0,1
524,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,15,0,1
527,22.0,4,40.05,4.25,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,15,0,1
528,22.0,4,2.52,0.75,0.75,2.52,0,0,1,0,0,0,1,0,1,15,1,1
530,22.0,1,8.999999999999998,2.25,1.25,5.399999999999999,1,0,0,1,0,1,1,0,1,15,0,1
533,22.0,4,1.7999999999999998,0.5,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,0,1
534,22.0,1,53.4,5.0,0.5,1.0799999999999998,1,0,0,0,0,1,1,0,0,15,0,1
535,22.0,2,0.7199999999999999,0.5,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,15,0,1
537,22.0,4,32.04,4.25,2.75,39.199999999999996,0,0,1,1,0,1,1,0,1,15,0,1
538,22.0,4,4.68,1.25,0.5,2.8799999999999994,0,0,1,0,0,1,1,0,0,15,0,1
543,22.0,2,1.7999999999999998,0.5,0.75,2.52,0,1,0,1,0,1,1,0,0,15,0,1
547,22.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,1,0,1,1,0,1,15,0,1
548,22.0,4,1.7999999999999998,0.5,4.75,58.8,0,0,1,0,0,1,1,0,1,15,0,1
550,30.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,0,1
555,40.0,4,19.599999999999998,0.5,0.75,7.0,0,0,1,0,0,0,1,0,1,15,0,1
559,40.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,0,1,0,1,0,1,15,0,1
560,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,0,1
561,40.0,2,3.5999999999999996,0.75,0.5,1.0799999999999998,0,1,0,1,1,1,1,0,1,15,0,1
562,54.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,15,0,1
563,40.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,0,0,0,1,0,1,15,0,1
564,54.0,4,1.7999999999999998,0.5,0.5,2.52,0,0,1,0,0,0,1,0,0,15,0,1
565,54.0,4,1.7999999999999998,0.5,0.75,2.8799999999999994,0,0,1,0,0,0,1,0,1,15,0,1
567,30.0,4,1.7999999999999998,0.5,0.75,19.599999999999998,0,0,1,1,0,1,1,0,1,15,0,1
584,40.0,4,5.399999999999999,1.25,0.5,1.7999999999999998,0,0,1,0,1,1,1,0,1,15,0,1
594,30.0,1,0.7199999999999999,0.5,1.75,19.599999999999998,1,0,0,1,0,1,1,0,1,15,0,1
607,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,0,1
609,22.0,1,5.0,0.75,1.75,10.0,1,0,0,1,0,1,1,0,1,15,0,1
617,30.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,0,1
621,22.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,15,0,1
623,30.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,0,1
625,30.0,2,2.52,0.75,5.0,39.199999999999996,0,1,0,0,0,0,1,0,1,15,0,1
626,22.0,2,3.5999999999999996,0.75,1.25,7.0,0,1,0,0,0,0,1,0,1,15,0,1
628,22.0,4,3.5999999999999996,0.75,0.75,13.35,0,0,1,0,0,0,1,0,1,15,0,1
630,30.0,4,26.7,2.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,15,1,1
634,22.0,4,1.0799999999999998,0.5,0.5,2.52,0,0,1,0,0,0,1,0,1,15,0,1
635,22.0,4,1.7999999999999998,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,0,1
637,30.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,0,1
638,22.0,4,1.7999999999999998,0.5,1.25,13.35,0,0,1,0,0,1,1,0,0,15,1,1
639,30.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,1,0,1,1,0,0,15,0,1
641,22.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,0,1
