ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,AGE,GENDER,UNO,SERO,VEHICLE
78,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1
80,4,19.599999999999998,3.92,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1
81,2,5.399999999999999,1.0799999999999998,2.67,13.35,0,1,0,0,0,22.0,0,1,0,1
84,4,2.1599999999999997,0.43199999999999994,0.72,3.5999999999999996,0,0,0,1,0,40.0,0,1,0,1
85,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,0
86,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,0
90,4,1.0799999999999998,0.21599999999999997,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,0,1,0,1
92,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,0,22.0,0,1,0,0
93,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,0
94,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
96,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,0
97,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,1
102,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,30.0,1,1,0,1
104,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1
106,3,3.5999999999999996,0.72,0.8639999999999999,4.319999999999999,0,0,1,0,0,22.0,0,1,0,1
108,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
110,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
112,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1
113,4,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,0,1,0,22.0,0,1,0,0
114,1,23.520000000000003,4.704000000000001,0.21599999999999997,1.0799999999999998,1,0,0,0,0,22.0,0,1,0,1
117,4,10.0,2.0,0.576,2.8799999999999994,0,0,0,1,0,22.0,1,1,0,1
120,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,0,30.0,1,1,0,1
124,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,54.0,1,1,0,1
126,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,1
127,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,0,1,0,1
129,4,1.7999999999999998,0.36,0.9359999999999999,4.68,0,0,0,1,1,30.0,0,1,0,1
132,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,40.0,0,1,0,1
135,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,0,1,0,1
137,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
139,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
140,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
144,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,0,22.0,0,1,0,1
146,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1
147,4,2.52,0.504,0.504,2.52,0,0,0,1,1,22.0,0,1,0,0
149,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
152,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,0,1,0,0
153,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
154,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
155,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,1
156,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,0
159,4,2.52,0.504,0.9359999999999999,4.68,0,0,0,1,0,54.0,0,1,0,1
165,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
166,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
169,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1
174,3,7.199999999999999,1.44,0.504,2.52,0,0,1,0,1,30.0,0,1,0,1
175,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,1,40.0,1,1,0,1
176,1,1.7999999999999998,0.36,0.072,0.35999999999999993,1,0,0,0,0,22.0,1,1,0,0
179,4,1.7999999999999998,0.36,0.072,0.35999999999999993,0,0,0,1,0,30.0,1,1,0,1
181,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
184,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,0,1,0,1
185,1,0.35999999999999993,0.072,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,1
187,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,0
188,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1
189,3,7.199999999999999,1.44,1.44,7.199999999999999,0,0,1,0,1,30.0,1,1,0,1
190,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,1
194,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1
195,3,7.199999999999999,1.44,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
196,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,1,1,0,1
197,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
199,1,1.7999999999999998,0.36,0.072,0.35999999999999993,1,0,0,0,0,22.0,1,1,0,0
200,4,0.7199999999999999,0.144,1.568,7.84,0,0,0,1,0,30.0,1,1,0,1
203,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,1
204,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,0,1,0,1
205,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1
206,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,0
208,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,0,1,0,0
209,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,0,0,22.0,1,1,0,0
210,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1
211,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1
212,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
213,1,5.0,1.0,0.21599999999999997,1.0799999999999998,1,0,0,0,1,40.0,1,1,0,0
214,4,13.35,2.67,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,0
215,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1
217,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,0
218,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
219,4,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1
223,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,0,65.0,1,1,0,1
226,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1
227,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
230,1,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1
231,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
233,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1
235,4,2.52,0.504,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,0,1,0,0
237,3,1.7999999999999998,0.36,0.576,2.8799999999999994,0,0,1,0,0,22.0,0,1,0,1
238,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
243,3,2.8799999999999994,0.576,0.576,2.8799999999999994,0,0,1,0,1,30.0,1,1,0,0
244,3,7.199999999999999,1.44,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,0,1,0,0
245,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
248,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0
249,3,0.7199999999999999,0.144,0.576,2.8799999999999994,0,0,1,0,1,30.0,1,1,0,0
250,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1
252,3,7.199999999999999,1.44,1.44,7.199999999999999,0,0,1,0,1,30.0,1,1,0,0
253,4,2.8799999999999994,0.576,1.44,7.199999999999999,0,0,0,1,1,40.0,1,1,0,1
256,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
257,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1
258,3,3.5999999999999996,0.72,0.504,2.52,0,0,1,0,1,22.0,1,1,0,1
261,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,1
263,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,1
266,1,1.7999999999999998,0.36,0.504,2.52,1,0,0,0,0,22.0,1,1,0,1
268,4,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
269,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,40.0,0,1,0,0
272,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
273,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,0,22.0,0,1,0,1
275,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,30.0,1,1,0,1
276,4,7.84,1.568,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1
277,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,1,40.0,1,1,0,1
279,4,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,1,1,0,1
280,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,54.0,0,1,0,1
281,4,3.5999999999999996,0.72,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1
282,4,3.5999999999999996,0.72,2.67,13.35,0,0,0,1,1,30.0,0,1,0,1
285,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,0
287,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0
288,3,13.35,2.67,0.144,0.7199999999999999,0,0,1,0,0,22.0,0,1,0,1
289,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
290,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
292,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1
295,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,0,1,0,1
296,4,2.52,0.504,0.504,2.52,0,0,0,1,0,22.0,0,1,0,1
297,4,2.1599999999999997,0.43199999999999994,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0
299,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
301,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1
302,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
303,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
304,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
305,3,1.7999999999999998,0.36,0.576,2.8799999999999994,0,0,1,0,0,22.0,1,1,0,0
310,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,0,1,0,1
311,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
316,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,1
318,4,2.1599999999999997,0.43199999999999994,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,1
319,4,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1
329,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,30.0,0,1,0,1
331,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
332,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
333,4,0.7199999999999999,0.144,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,0,1,0,1
334,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,0
336,4,1.0799999999999998,0.21599999999999997,0.504,2.52,0,0,0,1,1,22.0,0,1,0,1
339,4,0.7199999999999999,0.144,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1
343,3,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,1,0,0,30.0,1,1,0,1
345,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,0
347,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
348,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
349,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,0,30.0,1,1,0,1
350,4,1.0799999999999998,0.21599999999999997,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,0
351,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1
352,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
354,2,1.7999999999999998,0.36,0.144,0.7199999999999999,0,1,0,0,0,22.0,1,1,0,1
358,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1
359,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,0,30.0,1,1,0,1
361,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,1
362,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,1
363,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,0,22.0,0,1,0,1
365,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1
366,4,2.52,0.504,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,0,1,0,1
367,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
369,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
370,4,3.5999999999999996,0.72,0.43199999999999994,2.1599999999999997,0,0,0,1,0,22.0,1,1,0,1
372,3,7.84,1.568,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
373,2,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,1,0,0,0,30.0,1,1,0,0
375,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1
376,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
377,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
378,2,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1
381,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0
382,4,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,0,1,0,22.0,1,1,0,0
387,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1
390,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
391,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
393,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,0
394,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0
396,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1
403,4,1.7999999999999998,0.36,0.072,0.35999999999999993,0,0,0,1,0,22.0,1,1,0,0
407,4,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0
410,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1
412,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0
413,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,0,1,0,0
415,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
418,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1
419,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0
420,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,1
421,4,3.5999999999999996,0.72,0.288,1.4399999999999997,0,0,0,1,1,22.0,0,1,0,1
424,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
425,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0
429,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1
431,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
434,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,1,30.0,1,1,0,1
437,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1
441,3,1.0799999999999998,0.21599999999999997,0.144,0.7199999999999999,0,0,1,0,1,40.0,1,1,0,1
442,1,6.119999999999999,1.224,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,1
446,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
449,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,0
450,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,1,1,0,0
452,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,22.0,1,1,0,0
456,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,0,1,0,1
458,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
460,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
466,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
467,4,5.399999999999999,1.0799999999999998,0.504,2.52,0,0,0,1,0,40.0,0,1,0,1
468,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
471,2,5.399999999999999,1.0799999999999998,5.34,26.7,0,1,0,0,1,22.0,0,1,0,0
472,4,0.7199999999999999,0.144,1.7999999999999998,8.999999999999998,0,0,0,1,1,30.0,0,1,0,1
475,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,0,0,22.0,1,1,0,1
477,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
478,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1
479,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1
481,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,1
482,2,3.5999999999999996,0.72,1.224,6.119999999999999,0,1,0,0,1,22.0,0,1,0,1
483,4,1.0799999999999998,0.21599999999999997,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0
484,1,2.52,0.504,0.144,0.7199999999999999,1,0,0,0,0,22.0,0,1,0,1
486,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
487,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
488,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1
489,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,0
491,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
492,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
494,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
496,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1
499,4,11.760000000000002,2.3520000000000003,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1
501,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,0,22.0,0,1,0,0
504,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
505,3,6.119999999999999,1.224,1.44,7.199999999999999,0,0,1,0,1,22.0,0,1,0,1
507,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
508,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1
509,4,2.52,0.504,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1
510,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,0
511,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
512,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,0,1,0,1
516,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
519,4,19.599999999999998,3.92,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,0
